1693526400000,9.98000000,10.06000000,9.76000000,9.91000000,154990.72000000,1693612799999,1538504.79650000,4784,72826.16000000,722684.64050000,0
1693612800000,9.92000000,9.97000000,9.77000000,9.91000000,108419.18000000,1693699199999,1070829.30120000,2935,58718.20000000,580227.67400000,0
1693699200000,9.91000000,9.99000000,9.83000000,9.88000000,81853.31000000,1693785599999,810609.77420000,2727,40586.71000000,402035.71780000,0
1693785600000,9.88000000,10.04000000,9.68000000,9.80000000,132508.93000000,1693871999999,1308413.74130000,4843,62523.41000000,617687.66600000,0
1693872000000,9.81000000,9.96000000,9.66000000,9.91000000,110459.86000000,1693958399999,1087302.75140000,4839,55413.21000000,545847.23230000,0
1693958400000,9.92000000,10.04000000,9.76000000,9.94000000,102621.42000000,1694044799999,1016945.27710000,5318,52843.25000000,523823.11900000,0
1694044800000,9.93000000,10.13000000,9.84000000,10.08000000,91070.77000000,1694131199999,909173.93590000,4602,39917.57000000,398311.61330000,0
1694131200000,10.09000000,10.14000000,9.83000000,9.91000000,85347.31000000,1694217599999,850466.09380000,4616,34090.90000000,340139.91350000,0
1694217600000,9.92000000,9.92000000,9.83000000,9.83000000,36075.37000000,1694303999999,356455.74730000,1428,17499.33000000,172925.49850000,0
1694304000000,9.84000000,9.84000000,9.21000000,9.46000000,196290.88000000,1694390399999,1872531.87810000,8930,88677.33000000,845920.28410000,0
1694390400000,9.46000000,9.51000000,9.05000000,9.24000000,144275.29000000,1694476799999,1335559.47550000,7947,68384.51000000,633224.06270000,0
1694476800000,9.23000000,9.58000000,9.20000000,9.21000000,143871.50000000,1694563199999,1345359.37960000,5856,74425.44000000,696090.93320000,0
1694563200000,9.22000000,9.45000000,9.10000000,9.30000000,154924.51000000,1694649599999,1431748.61420000,5396,72626.73000000,671299.37700000,0
1694649600000,9.30000000,9.47000000,9.25000000,9.39000000,103594.41000000,1694735999999,968714.84950000,4147,49030.38000000,458406.71040000,0
1694736000000,9.40000000,9.52000000,9.19000000,9.42000000,109471.04000000,1694822399999,1022836.34150000,4214,47298.16000000,441508.31560000,0
1694822400000,9.43000000,9.61000000,9.37000000,9.39000000,75981.05000000,1694908799999,719337.70400000,4184,32863.03000000,311166.96630000,0
1694908800000,9.38000000,9.38000000,9.01000000,9.11000000,89722.45000000,1694995199999,824734.67870000,4495,40028.41000000,368084.46630000,0
1694995200000,9.10000000,9.32000000,8.82000000,9.11000000,177728.75000000,1695081599999,1622154.22140000,6540,86888.68000000,792691.84130000,0
1695081600000,9.10000000,9.30000000,9.05000000,9.21000000,88678.87000000,1695167999999,814952.95240000,3965,43770.93000000,402649.14770000,0
1695168000000,9.21000000,9.23000000,8.86000000,9.05000000,137183.15000000,1695254399999,1242390.41610000,4765,67062.38000000,607472.71440000,0
1695254400000,9.04000000,9.11000000,8.78000000,8.82000000,130776.88000000,1695340799999,1165850.32100000,3939,64109.64000000,571374.96980000,0
1695340800000,8.83000000,8.92000000,8.73000000,8.86000000,88229.21000000,1695427199999,781659.58460000,2676,44540.78000000,394656.52190000,0
1695427200000,8.87000000,8.99000000,8.83000000,8.90000000,70522.90000000,1695513599999,628027.33580000,2186,36875.36000000,328472.82820000,0
1695513600000,8.90000000,9.04000000,8.73000000,8.78000000,101089.29000000,1695599999999,901815.68070000,3119,51044.16000000,455516.95740000,0
1695600000000,8.78000000,8.95000000,8.63000000,8.95000000,97721.98000000,1695686399999,862032.61710000,2697,43380.06000000,382618.73550000,0
1695686400000,8.95000000,9.06000000,8.86000000,9.04000000,68814.86000000,1695772799999,618173.69000000,2086,39434.74000000,354371.72560000,0
1695772800000,9.04000000,9.19000000,8.82000000,8.92000000,78773.30000000,1695859199999,710029.17070000,2985,33775.78000000,304116.04040000,0
1695859200000,8.91000000,9.35000000,8.91000000,9.27000000,112467.58000000,1695945599999,1030900.90590000,3834,49483.20000000,453294.76980000,0
1695945600000,9.27000000,9.36000000,9.08000000,9.17000000,101877.26000000,1696031999999,939060.74340000,3067,48327.87000000,445535.11970000,0
1696032000000,9.17000000,9.29000000,9.11000000,9.24000000,56061.68000000,1696118399999,516561.71260000,1983,28789.84000000,265271.71310000,0
